Species,Country.of.Origin,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Category.One.Defects,Quakers,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Year,id
Arabica,Indonesia,2012-05-23,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0,0.0,0,1200.0,1600.0,1400.0,2012,360.0
Arabica,Guatemala,2012-04-30,Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0,0.0,0,1524.0,1524.0,1524.0,2012,320.0
Arabica,United States,2011-04-21,,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67,0,0.0,0,,,,2011,840.0
Arabica,Brazil,2017-10-20,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58,0,0.0,5,890.0,890.0,890.0,2017,76.0
Arabica,Guatemala,2016-07-05,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58,0,1.0,0,1128.3696,1128.3696,1128.3696,2016,320.0
Arabica,Colombia,2016-04-15,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0,0.0,4,,,,2016,170.0
Arabica,China,2016-04-06,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0,1.0,4,1100.0,1100.0,1100.0,2016,156.0
Arabica,Colombia,2015-11-19,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58,0,0.0,3,1600.0,1950.0,1775.0,2015,170.0
Arabica,Mexico,2015-05-12,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58,1,0.0,13,1200.0,1200.0,1200.0,2015,484.0
Arabica,Ethiopia,2015-03-25,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0,0.0,7,1700.0,2000.0,1850.0,2015,231.0
Arabica,Uganda,2014-06-27,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0,0.0,5,1800.0,1800.0,1800.0,2014,800.0
Arabica,Colombia,2014-06-24,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0,0.0,0,1600.0,1600.0,1600.0,2014,170.0
Arabica,Colombia,2014-03-13,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,0,0.0,1,1550.0,1550.0,1550.0,2014,170.0
Arabica,Colombia,2014-03-21,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,0,0.0,0,1550.0,1550.0,1550.0,2014,170.0
Arabica,Taiwan,2013-12-26,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,0,0.0,0,1000.0,1000.0,1000.0,2013,158.0
Arabica,Colombia,2012-08-31,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58,0,0.0,3,1600.0,1950.0,1775.0,2012,170.0
Arabica,Mexico,2012-06-06,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58,0,0.0,2,1000.0,1000.0,1000.0,2012,484.0
Arabica,Colombia,2012-04-02,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0,0.0,4,2136.0,2136.0,2136.0,2012,170.0
Arabica,Brazil,2012-01-23,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0,0.0,2,1100.0,1100.0,1100.0,2012,76.0
Arabica,Colombia,2017-02-20,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5,0,0.0,5,1799.0,1799.0,1799.0,2017,170.0
Arabica,Taiwan,2017-02-13,,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5,0,0.0,0,,,,2017,158.0
Arabica,Costa Rica,2016-06-06,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5,0,0.0,0,1850.0,1850.0,1850.0,2016,188.0
Arabica,Colombia,2016-04-07,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5,0,0.0,0,1000.0,1000.0,1000.0,2016,170.0
Arabica,Guatemala,2016-03-16,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5,0,2.0,5,1219.2,1219.2,1219.2,2016,320.0
Arabica,Colombia,2015-11-19,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5,0,0.0,4,1600.0,1950.0,1775.0,2015,170.0
Arabica,Tanzania,2015-11-16,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0,0.0,21,1400.0,1400.0,1400.0,2015,834.0
Arabica,Indonesia,2015-09-14,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0,0.0,8,1500.0,1500.0,1500.0,2015,360.0
Arabica,Ethiopia,2015-03-31,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5,1,0.0,18,1600.0,1600.0,1600.0,2015,231.0
Arabica,Colombia,2015-03-12,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,1,0.0,0,,,,2015,170.0
Arabica,Colombia,2015-01-22,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0,0.0,0,1850.0,1850.0,1850.0,2015,170.0
Arabica,Guatemala,2014-12-18,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5,0,0.0,0,1400.0,1400.0,1400.0,2014,320.0
Arabica,Colombia,2014-08-11,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,2,0.0,0,1650.0,1650.0,1650.0,2014,170.0
Arabica,Honduras,2014-04-08,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0,0.0,3,1350.0,1350.0,1350.0,2014,340.0
Arabica,Colombia,2013-04-26,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,1,0.0,1,1750.0,1750.0,1750.0,2013,170.0
Arabica,Colombia,2013-05-24,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0,,2,1750.0,1750.0,1750.0,2013,170.0
Arabica,Mexico,2012-08-31,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5,0,0.0,14,1170.0,1170.0,1170.0,2012,484.0
Arabica,Mexico,2012-08-30,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5,0,0.0,12,940.0,940.0,940.0,2012,484.0
Arabica,Mexico,2012-07-11,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5,0,0.0,0,1400.0,1400.0,1400.0,2012,484.0
Arabica,Guatemala,2012-04-30,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0,0.0,5,1524.0,1524.0,1524.0,2012,320.0
Arabica,Colombia,2012-02-09,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5,0,0.0,0,1600.0,1950.0,1775.0,2012,170.0
Arabica,Guatemala,2012-02-01,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5,3,0.0,12,1402.08,1402.08,1402.08,2012,320.0
Arabica,United States,2011-03-08,,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5,0,0.0,0,,,,2011,840.0
Arabica,Indonesia,2010-11-29,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0,0.0,0,1600.0,1600.0,1600.0,2010,360.0
Arabica,Colombia,2017-11-09,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42,0,2.0,1,439.0,439.0,439.0,2017,170.0
Arabica,Guatemala,2017-08-23,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0,0.0,3,1700.0,1700.0,1700.0,2017,320.0
Arabica,Colombia,2017-05-10,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42,0,0.0,2,442.0,442.0,442.0,2017,170.0
Arabica,Costa Rica,2017-02-17,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0,0.0,4,1850.0,1850.0,1850.0,2017,188.0
Arabica,Taiwan,2017-02-13,,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42,0,0.0,0,,,,2017,158.0
Arabica,Uganda,2016-07-21,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0,0.0,1,1800.0,1800.0,1800.0,2016,800.0
Arabica,Thailand,2016-06-27,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0,0.0,0,1200.0,1200.0,1200.0,2016,764.0
Arabica,El Salvador,2016-04-25,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0,0.0,0,1330.0,1330.0,1330.0,2016,222.0
Arabica,Colombia,2015-04-29,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,4,0.0,0,442.0,442.0,442.0,2015,170.0
Arabica,Brazil,2015-01-15,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0,0.0,6,,,,2015,76.0
Arabica,Tanzania,2014-12-12,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0,0.0,4,1600.0,1600.0,1600.0,2014,834.0
Arabica,Colombia,2014-10-15,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0,0.0,1,1813.0,1813.0,1813.0,2014,170.0
Arabica,Guatemala,2014-08-21,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0,0.0,1,1219.2,1219.2,1219.2,2014,320.0
Arabica,Guatemala,2014-02-18,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0,0.0,2,1500.0,1500.0,1500.0,2014,320.0
Arabica,Guatemala,2013-07-16,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0,0.0,0,1310.64,1310.64,1310.64,2013,320.0
Arabica,United States,2013-01-24,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0,0.0,2,,,,2013,840.0
Arabica,Colombia,2012-06-26,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0,0.0,2,1450.0,1450.0,1450.0,2012,170.0
Arabica,Colombia,2011-02-01,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,1,0.0,3,,,,2011,170.0
Arabica,United States,2010-12-27,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0,0.0,0,,,,2010,840.0
Arabica,Thailand,2010-04-13,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0,0.0,0,,,,2010,764.0
Arabica,Mexico,2010-05-26,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,2,0.0,4,900.0,1200.0,1050.0,2010,484.0
Arabica,Colombia,2016-11-08,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0,1.0,0,1650.0,1650.0,1650.0,2016,170.0
Arabica,Colombia,2016-06-15,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0,0.0,0,,,,2016,170.0
Arabica,Colombia,2016-05-05,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,1,0.0,2,,,,2016,170.0
Arabica,Brazil,2015-10-12,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,1,0.0,5,1227.0,1227.0,1227.0,2015,76.0
Arabica,Mexico,2015-07-14,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0,0.0,2,1200.0,1200.0,1200.0,2015,484.0
Arabica,Colombia,2015-04-08,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0,0.0,1,1650.0,1650.0,1650.0,2015,170.0
Arabica,Tanzania,2014-12-12,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0,0.0,6,1700.0,1700.0,1700.0,2014,834.0
Arabica,Mexico,2014-07-15,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0,0.0,0,1100.0,1100.0,1100.0,2014,484.0
Arabica,Costa Rica,2014-04-07,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0,0.0,3,1300.0,1300.0,1300.0,2014,188.0
Arabica,United States,2014-02-25,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0,0.0,1,,,,2014,840.0
Arabica,Costa Rica,2014-02-14,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0,0.0,3,1100.0,1300.0,1200.0,2014,188.0
Arabica,Peru,2014-01-21,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0,0.0,5,,,,2014,604.0
Arabica,Haiti,2013-10-03,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0,0.0,4,1280.16,1280.16,1280.16,2013,332.0
Arabica,Colombia,2013-04-26,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0,0.0,1,1000.0,1000.0,1000.0,2013,170.0
Arabica,Guatemala,2013-02-26,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0,0.0,3,1310.64,1310.64,1310.64,2013,320.0
Arabica,United States,2013-01-24,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0,0.0,4,,,,2013,840.0
Arabica,Burundi,2012-08-29,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0,0.0,5,1880.0,1880.0,1880.0,2012,108.0
Arabica,Colombia,2012-05-30,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0,0.0,1,1750.0,1750.0,1750.0,2012,170.0
Arabica,United States,2011-09-20,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0,0.0,0,,,,2011,840.0
Arabica,United States,2011-02-24,,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0,0.0,0,,,,2011,840.0
Arabica,Mexico,2017-03-07,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0,0.0,0,1600.0,1600.0,1600.0,2017,484.0
Arabica,Costa Rica,2017-01-30,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0,0.0,0,1900.0,1900.0,1900.0,2017,188.0
Arabica,Costa Rica,2016-09-20,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0,0.0,0,,,,2016,188.0
Arabica,Guatemala,2016-08-12,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0,2.0,7,2100.0,2100.0,2100.0,2016,320.0
Arabica,Uganda,2016-05-19,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0,0.0,1,,,,2016,800.0
Arabica,Brazil,2016-01-12,,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,83.25,0,0.0,4,,,,2016,76.0
Arabica,Colombia,2015-11-27,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0,0.0,2,442.0,442.0,442.0,2015,170.0
Arabica,Mexico,2015-07-14,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0,0.0,2,1261.0,1261.0,1261.0,2015,484.0
Arabica,Taiwan,2015-06-18,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0,0.0,0,1000.0,1000.0,1000.0,2015,158.0
Arabica,Taiwan,2014-11-23,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0,0.0,0,800.0,800.0,800.0,2014,158.0
Arabica,Colombia,2014-06-24,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0,0.0,0,1483.0,1483.0,1483.0,2014,170.0
Arabica,Guatemala,2014-03-07,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0,0.0,1,1500.0,1500.0,1500.0,2014,320.0
Arabica,Colombia,2013-08-02,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0,0.0,1,1750.0,1750.0,1750.0,2013,170.0
Arabica,Mexico,2013-03-29,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0,0.0,6,1300.0,1300.0,1300.0,2013,484.0
Arabica,United States,2013-03-21,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0,0.0,4,,,,2013,840.0
Arabica,Mexico,2012-08-01,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0,0.0,7,,,,2012,484.0
Arabica,Mexico,2012-07-11,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0,0.0,0,1000.0,1000.0,1000.0,2012,484.0
Arabica,Guatemala,2012-07-09,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0,0.0,9,1310.64,1310.64,1310.64,2012,320.0
Arabica,Brazil,2012-02-23,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0,0.0,1,1200.0,1200.0,1200.0,2012,76.0
Arabica,Colombia,2012-02-22,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0,0.0,1,175.0,175.0,175.0,2012,170.0
Arabica,Colombia,2012-02-09,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0,0.0,0,1600.0,1950.0,1775.0,2012,170.0
Arabica,Colombia,2011-06-14,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0,0.0,0,1600.0,1800.0,1700.0,2011,170.0
Arabica,Colombia,2011-02-22,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0,0.0,1,1880.0,1880.0,1880.0,2011,170.0
Arabica,Colombia,2011-01-17,,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0,0.0,1,1800.0,1800.0,1800.0,2011,170.0
Arabica,Brazil,2017-10-20,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0,0.0,4,890.0,890.0,890.0,2017,76.0
Arabica,Guatemala,2017-08-24,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0,0.0,1,1901.0,1901.0,1901.0,2017,320.0
Arabica,Tanzania,2017-06-20,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0,0.0,3,168.0,168.0,168.0,2017,834.0
Arabica,Peru,2017-06-16,,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,83.17,0,1.0,0,,,,2017,604.0
Arabica,Vietnam,2017-05-08,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0,0.0,0,1550.0,1550.0,1550.0,2017,704.0
Arabica,Guatemala,2016-05-23,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,2,2.0,3,1500.0,1500.0,1500.0,2016,320.0
Arabica,Honduras,2016-05-02,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0,1.0,1,1450.0,1450.0,1450.0,2016,340.0
Arabica,China,2016-04-06,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0,0.0,0,1200.0,1200.0,1200.0,2016,156.0
Arabica,China,2016-04-05,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0,0.0,3,1600.0,1600.0,1600.0,2016,156.0
Arabica,El Salvador,2016-03-29,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0,0.0,0,1350.0,1350.0,1350.0,2016,222.0
Arabica,Guatemala,2015-10-29,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0,0.0,1,1500.0,1500.0,1500.0,2015,320.0
Arabica,Guatemala,2015-09-29,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,0,0.0,3,1400.0,1900.0,1650.0,2015,320.0
Arabica,Kenya,2015-07-03,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0,0.0,1,1.0,500.0,250.5,2015,404.0
Arabica,Thailand,2015-06-09,,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0,0.0,0,800.0,800.0,800.0,2015,764.0
Arabica,Tanzania,2014-12-12,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0,0.0,6,1653.0,1653.0,1653.0,2014,834.0
Arabica,Colombia,2014-11-05,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0,0.0,4,1600.0,1950.0,1775.0,2014,170.0
Arabica,Uganda,2014-10-28,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0,0.0,0,1800.0,1800.0,1800.0,2014,800.0
Arabica,Colombia,2014-08-25,,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.17,10,0.0,3,,,,2014,170.0
Arabica,Honduras,2014-04-12,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0,0.0,5,1450.0,1450.0,1450.0,2014,340.0
Arabica,Honduras,2014-04-08,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0,0.0,3,1350.0,1350.0,1350.0,2014,340.0
Arabica,Guatemala,2014-03-27,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,0,0.0,1,1524.0,1524.0,1524.0,2014,320.0
Arabica,United States,2014-02-07,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,0,0.0,0,,,,2014,840.0
Arabica,Tanzania,2014-01-31,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0,0.0,1,1800.0,1800.0,1800.0,2014,834.0
Arabica,Guatemala,2013-04-26,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0,0.0,2,1310.64,1310.64,1310.64,2013,320.0
Arabica,Mexico,2013-03-29,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,0,0.0,2,1500.0,1500.0,1500.0,2013,484.0
Arabica,Mexico,2012-09-27,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,3,0.0,8,532.0,532.0,532.0,2012,484.0
Arabica,Mexico,2012-09-27,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17,0,0.0,10,1089.0,1089.0,1089.0,2012,484.0
Arabica,Colombia,2012-08-31,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,1,0.0,2,1600.0,1950.0,1775.0,2012,170.0
Arabica,Mexico,2012-07-11,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0,0.0,5,700.0,700.0,700.0,2012,484.0
